ruleID	organism	gene	nodeID	refseq accession	GenBank accession	HMM accession	ARO accession	mutation	variation type	context	drug	drug class	phenotype	clinical category	breakpoint	breakpoint standard	PMID	evidence code	evidence grade	evidence limitations	rule curation note
EFC0011	s__Enterococcus faecalis	IreK	-	-	AAO82800.1	-	ARO:3007678 	-	Gene presence detected	core	ceftriaxone	-	wildtype	R	not applicable	not applicable	34672600	ECO:0001091 knockout phenotypic evidence	strong		"34672600: The absence of IreK leads to cell envelope defects and increased susceptibility to a variety of cephalosporins, including ceftriaxone (21,23,24). Increased IreK phosphorylation in response to ceftriaxone treatment has been shown to correlate with antimicrobial resistance, (21) and three conserved sites on the activation loop (T163, T166, and T168) are essential for IreK autophosphorylation and activation, and increase antibiotic resistance when phosphorylated. "
EFC0012	s__Enterococcus faecalis	lsa(A)	lsa(A)	WP_002365053.1	AY225127.1	-	ARO:3000300	-	Gene presence detected	core	clindamycin	-	wildtype	R	not applicable	not applicable	12019099	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"12019099: ""Disruption of lsa(A) gene of E. faecalis was associated with a > or =40-fold decrease in MICs of Q-D (to 0.75 microg/ml), CLI (to 0.12 to 0.5 microg/ml), and dalfopristin (DAL) (to 4 to 8 microg/ml) for the wild-type E. faecalis parental strain (Q-D MIC, 32 microg/ml; CLI MIC, 32 to 48 microg/ml; DAL MIC, 512 microg/ml). Complementation of the disruption mutant with lsa on a shuttle plasmid resulted in restoration of the MICs of CLI, Q-D, and DAL to wild-type levels."""
EFC0013	s__Enterococcus faecalis	lsa(A)	lsa(A)	WP_002365053.1	AY225127.1	-	ARO:3000300	-	Gene presence detected	core	dalfopristin	-	wildtype	R	not applicable	not applicable	12019099	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"12019099: ""Disruption of lsa(A) gene of E. faecalis was associated with a > or =40-fold decrease in MICs of Q-D (to 0.75 microg/ml), CLI (to 0.12 to 0.5 microg/ml), and dalfopristin (DAL) (to 4 to 8 microg/ml) for the wild-type E. faecalis parental strain (Q-D MIC, 32 microg/ml; CLI MIC, 32 to 48 microg/ml; DAL MIC, 512 microg/ml). Complementation of the disruption mutant with lsa on a shuttle plasmid resulted in restoration of the MICs of CLI, Q-D, and DAL to wild-type levels."""
EFC0014	s__Enterococcus faecalis	lsa(A)	lsa(A)	WP_002365053.1	AY225127.1	-	ARO:3000300	-	Gene presence detected	core	quinupristin-dalfopristin	-	wildtype	R	not applicable	not applicable	12019099	"ECO:0001091 knockout phenotypic evidence, ECO:0000012 functional complementation evidence"	strong		"12019099: ""Disruption of lsa(A) gene of E. faecalis was associated with a > or =40-fold decrease in MICs of Q-D (to 0.75 microg/ml), CLI (to 0.12 to 0.5 microg/ml), and dalfopristin (DAL) (to 4 to 8 microg/ml) for the wild-type E. faecalis parental strain (Q-D MIC, 32 microg/ml; CLI MIC, 32 to 48 microg/ml; DAL MIC, 512 microg/ml). Complementation of the disruption mutant with lsa on a shuttle plasmid resulted in restoration of the MICs of CLI, Q-D, and DAL to wild-type levels."""
EFC0015	s__Enterococcus faecalis	efrA	-	-	HG970098.1	-	ARO:3003948	-	Gene presence detected	core	ciprofloxacin	-	wildtype	S	MIC <=4 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0016	s__Enterococcus faecalis	efrB	-	-	HG970103.1	-	ARO:3003949	-	Gene presence detected	core	ciprofloxacin	-	wildtype	S	MIC <=4 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0017	s__Enterococcus faecalis	efrA	-	-	HG970098.1	-	ARO:3003948	-	Gene presence detected	core	norfloxacin	-	wildtype	S	MIC <=8 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0018	s__Enterococcus faecalis	efrB	-	-	HG970103.1	-	ARO:3003949	-	Gene presence detected	core	norfloxacin	-	wildtype	S	MIC <=8 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0019	s__Enterococcus faecalis	efrA	-	-	HG970098.1	-	ARO:3003948	-	Gene presence detected	core	ofloxacin	-	wildtype	S	MIC <=4 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0020	s__Enterococcus faecalis	efrB	-	-	HG970103.1	-	ARO:3003949	-	Gene presence detected	core	ofloxacin	-	wildtype	S	MIC <=4 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0021	s__Enterococcus faecalis	efrA	-	-	HG970098.1	-	ARO:3003948	-	Gene presence detected	core	gentamicin	-	wildtype	S	MIC <=64 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0022	s__Enterococcus faecalis	efrB	-	-	HG970103.1	-	ARO:3003949	-	Gene presence detected	core	gentamicin	-	wildtype	S	MIC <=64 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0023	s__Enterococcus faecalis	efrA	-	-	HG970098.1	-	ARO:3003948	-	Gene presence detected	core	minocycline	-	wildtype	S	MIC <=0.5 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0024	s__Enterococcus faecalis	efrB	-	-	HG970103.1	-	ARO:3003949	-	Gene presence detected	core	minocycline	-	wildtype	S	MIC <=0.5 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0025	s__Enterococcus faecalis	efrA	-	-	HG970098.1	-	ARO:3003948	-	Gene presence detected	core	tetracycline 	-	wildtype	S	MIC <=4 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0026	s__Enterococcus faecalis	efrB	-	-	HG970103.1	-	ARO:3003949	-	Gene presence detected	core	tetracycline 	-	wildtype	S	MIC <=4 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
EFC0027	s__Enterococcus faecalis	efrA	-	-	HG970098.1	-	ARO:3003948	-	Gene presence detected	core	rifampin	-	wildtype	S	MIC <=8 mg/L	ECOFF	"14638474, 25084670, 27381387"	"ECO:0001091 knockout phenotypic evidence, ECO:0000154 heterologous protein expression evidence"	strong		"Originally, the evidence for the role of efrAB genes in antibiotic resistance in E. faecalis came from heterologous expression of these genes in a hypersensitive E. coli strain (PMID: 14638474), resulting in increased resistance to multiple antibiotics (including norfloxacin, ciprofloxacin, and doxycycline), and by the chemical inhibition if this efflux pump by EDTA resulting in reduced MIC to multiple antibiotics (PMID: 14638474), variable MIC fold reduction depending on strain and antibiotic, see Table 3 in paper. Later, 27381387 provided stronger evidence with a efrAB knockout mutant: ""Unexpectedly, E. faecalis 4205 _efrAB had a much less pronounced phenotype than E. faecalis 4205 _efrCD, exhibiting only 2-fold-reduced resistance to acriflavine and ethidium [and not affecting the MIC of clinically used antibiotics, see Table 1]."" efrAB knockout evidence shows that this efflux pump does not contribute to resistance to antibiotics tested (including ciprofloxacin, norfloxacin, ofloxacin, gentamicin, kanamycin, minocycline, tetracycline, rifampin) in two different strains"
