ruleID	organism	gene	nodeID	refseq accession	GenBank accession	HMM accession	ARO accession	mutation	variation type	context	drug	drug class	phenotype	clinical category	breakpoint	breakpoint standard	PMID	evidence code	evidence grade	evidence limitations	rule curation note
ECO0035	s__Escherichia coli	blaEC-4	-	WP_001352591.1	-	-	-	-	Gene presence detected	acquired	cefuroxime	-	nonwildtype	R	MIC >8 mg/L	ECOFF (May 2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 128 mg/L (PMID: 16801449)
ECO0036	s__Escherichia coli	blaEC-4	-	WP_001352591.1	-	-	-	-	Gene presence detected	acquired	cefotaxime	-	wildtype	S	MIC <=1 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 0.5 mg/L (PMID: 16801449)
ECO0037	s__Escherichia coli	blaEC-4	-	WP_001352591.1	-	-	-	-	Gene presence detected	acquired	ceftazidime	-	wildtype	S	MIC <=1 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 1 mg/L (PMID: 16801449)
ECO0038	s__Escherichia coli	blaEC-4	-	WP_001352591.1	-	-	-	-	Gene presence detected	acquired	aztreonam	-	wildtype	S	MIC <=1 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		No change in MIC (0.06 mg/L) (PMID: 16801449)
ECO0039	s__Escherichia coli	blaEC-13	blaEC-13	WP_063860228.1	-	-	-	-	Gene presence detected	acquired	amoxicillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to >512 mg/L (PMID: 16801449)
ECO0040	s__Escherichia coli	blaEC-13	blaEC-13	WP_063860228.1	-	-	-	-	Gene presence detected	acquired	piperacillin	-	wildtype	S	MIC <=8 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to 8 mg/L (PMID: 16801449)
ECO0041	s__Escherichia coli	blaEC-13	blaEC-13	WP_063860228.1	-	-	-	-	Gene presence detected	acquired	cefoxitin	-	nonwildtype	R	MIC >16 mg/L	ECOFF (May 2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 1 to 32 mg/L (PMID: 16801449)
ECO0042	s__Escherichia coli	blaEC-13	blaEC-13	WP_063860228.1	-	-	-	-	Gene presence detected	acquired	cefuroxime	-	nonwildtype	R	MIC >8 mg/L	ECOFF (May 2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 128 mg/L (PMID: 16801449)
ECO0043	s__Escherichia coli	blaEC-13	blaEC-13	WP_063860228.1	-	-	-	-	Gene presence detected	acquired	cefotaxime	-	nonwildtype	R	MIC >2 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 16 mg/L (PMID: 16801449)
ECO0044	s__Escherichia coli	blaEC-13	blaEC-13	WP_063860228.1	-	-	-	-	Gene presence detected	acquired	ceftazidime	-	nonwildtype	R	MIC >4 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 512 mg/L (PMID: 16801449)
ECO0045	s__Escherichia coli	blaEC-13	blaEC-13	WP_063860228.1	-	-	-	-	Gene presence detected	acquired	aztreonam	-	nonwildtype	R	MIC >4 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 16 mg/L (PMID: 16801449)
ECO0046	s__Escherichia coli	blaEC-14	blaEC-14	WP_063860233.1	-	-	-	-	Gene presence detected	acquired	amoxicillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to >512 mg/L (PMID: 16801449)
ECO0047	s__Escherichia coli	blaEC-14	blaEC-14	WP_063860233.1	-	-	-	-	Gene presence detected	acquired	piperacillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to 128 mg/L (PMID: 16801449)
ECO0048	s__Escherichia coli	blaEC-14	blaEC-14	WP_063860233.1	-	-	-	-	Gene presence detected	acquired	cefoxitin	-	nonwildtype	R	MIC >16 mg/L	ECOFF (May 2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 1 to 256 mg/L (PMID: 16801449)
ECO0049	s__Escherichia coli	blaEC-14	blaEC-14	WP_063860233.1	-	-	-	-	Gene presence detected	acquired	cefuroxime	-	nonwildtype	R	MIC >8 mg/L	ECOFF (May 2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 256 mg/L (PMID: 16801449)
ECO0050	s__Escherichia coli	blaEC-14	blaEC-14	WP_063860233.1	-	-	-	-	Gene presence detected	acquired	cefotaxime	-	nonwildtype	R	MIC >2 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 16 mg/L (PMID: 16801449)
ECO0051	s__Escherichia coli	blaEC-14	blaEC-14	WP_063860233.1	-	-	-	-	Gene presence detected	acquired	ceftazidime	-	nonwildtype	R	MIC >4 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 512 mg/L (PMID: 16801449)
ECO0052	s__Escherichia coli	blaEC-14	blaEC-14	WP_063860233.1	-	-	-	-	Gene presence detected	acquired	aztreonam	-	nonwildtype	R	MIC >4 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 16 mg/L (PMID: 16801449)
ECO0053	s__Escherichia coli	blaEC-15	blaEC-15	WP_063610930.1	-	-	-	-	Gene presence detected	acquired	amoxicillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to >512 mg/L (PMID: 16801449)
ECO0054	s__Escherichia coli	blaEC-15	blaEC-15	WP_063610930.1	-	-	-	-	Gene presence detected	acquired	piperacillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v15.0 (2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to 16 mg/L (PMID: 16801449)
ECO0055	s__Escherichia coli	blaEC-15	blaEC-15	WP_063610930.1	-	-	-	-	Gene presence detected	acquired	cefoxitin	-	wildtype	S	MIC <=16 mg/L	ECOFF (May 2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 1 to 8 mg/L (PMID: 16801449)
ECO0056	s__Escherichia coli	blaEC-15	blaEC-15	WP_063610930.1	-	-	-	-	Gene presence detected	acquired	cefuroxime	-	wildtype	S	MIC <=8 mg/L	ECOFF (May 2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 8 mg/L (PMID: 16801449)
ECO0057	s__Escherichia coli	blaEC-15	blaEC-15	WP_063610930.1	-	-	-	-	Gene presence detected	acquired	cefotaxime	-	nonwildtype	R	MIC >2 mg/L	EUCAST v14.0 (2024)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 4 mg/L (PMID: 16801449)
ECO0058	s__Escherichia coli	blaEC-15	blaEC-15	WP_063610930.1	-	-	-	-	Gene presence detected	acquired	ceftazidime	-	nonwildtype	R	MIC >4 mg/L	EUCAST v14.0 (2024)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 512 mg/L (PMID: 16801449)
ECO0059	s__Escherichia coli	blaEC-15	blaEC-15	WP_063610930.1	-	-	-	-	Gene presence detected	acquired	aztreonam	-	wildtype	S	MIC <=1 mg/L	EUCAST v14.0 (2024)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 0.5 mg/L (PMID: 16801449)
ECO0060	s__Escherichia coli	blaEC-16	blaEC-16	WP_063860248.1	-	-	-	-	Gene presence detected	acquired	amoxicillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v14.0 (2024)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to >512 mg/L (PMID: 16801449)
ECO0061	s__Escherichia coli	blaEC-16	blaEC-16	WP_063860248.1	-	-	-	-	Gene presence detected	acquired	piperacillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v14.0 (2024)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to 32 mg/L (PMID: 16801449)
ECO0062	s__Escherichia coli	blaEC-16	blaEC-16	WP_063860248.1	-	-	-	-	Gene presence detected	acquired	cefoxitin	-	nonwildtype	R	MIC >16 mg/L	ECOFF (May 2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 1 to 64 mg/L (PMID: 16801449)
ECO0063	s__Escherichia coli	blaEC-16	blaEC-16	WP_063860248.1	-	-	-	-	Gene presence detected	acquired	cefuroxime	-	nonwildtype	R	MIC >8 mg/L	ECOFF (May 2025)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 128 mg/L (PMID: 16801449)
ECO0064	s__Escherichia coli	blaEC-16	blaEC-16	WP_063860248.1	-	-	-	-	Gene presence detected	acquired	cefotaxime	-	nonwildtype	R	MIC >2 mg/L	EUCAST v14.0 (2024)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 4 mg/L (PMID: 16801449)
ECO0065	s__Escherichia coli	blaEC-16	blaEC-16	WP_063860248.1	-	-	-	-	Gene presence detected	acquired	ceftazidime	-	nonwildtype	R	MIC >4 mg/L	EUCAST v14.0 (2024)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 512 mg/L (PMID: 16801449)
ECO0066	s__Escherichia coli	blaEC-16	blaEC-16	WP_063860248.1	-	-	-	-	Gene presence detected	acquired	aztreonam	-	wildtype	S	MIC <=1 mg/L	EUCAST v14.0 (2024)	16801449	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 1 mg/L (PMID: 16801449)
ECO0067	s__Escherichia coli	blaEC-18	blaEC-18	WP_063860256.1	-	-	-	-	Gene presence detected	acquired	amoxicillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v14.0 (2024)	"1,538,847,816,801,440"	ECO:0001103 natural variation mutant evidence	strong		"MIC increase from 2 to >512 mg/L (PMID: 15388478,16801449)"
ECO0068	s__Escherichia coli	blaEC-18	blaEC-18	WP_063860256.1	-	-	-	-	Gene presence detected	acquired	piperacillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v14.0 (2024)	"1,538,847,816,801,440"	ECO:0001103 natural variation mutant evidence	strong		"MIC increase from 1-2 to 8-16 mg/L (PMID: 15388478,16801449)"
ECO0069	s__Escherichia coli	blaEC-18	blaEC-18	WP_063860256.1	-	-	-	-	Gene presence detected	acquired	cefoxitin	-	nonwildtype	R	MIC >16 mg/L	ECOFF (May 2025)	"1,538,847,816,801,440"	ECO:0001103 natural variation mutant evidence	strong		"MIC increase from 1-2 to 32-128 mg/L (PMID: 15388478,16801449)"
ECO0070	s__Escherichia coli	blaEC-18	blaEC-18	WP_063860256.1	-	-	-	-	Gene presence detected	acquired	cefuroxime	-	nonwildtype	R	MIC >8 mg/L	ECOFF (May 2025)	"1,538,847,816,801,440"	ECO:0001103 natural variation mutant evidence	strong		"MIC increase from 0.06-0.5 to 32-128 mg/L (PMID: 15388478,16801449)"
ECO0071	s__Escherichia coli	blaEC-18	blaEC-18	WP_063860256.1	-	-	-	-	Gene presence detected	acquired	cefotaxime	-	nonwildtype	R	MIC >2 mg/L	EUCAST v14.0 (2024)	"1,538,847,816,801,440"	ECO:0001103 natural variation mutant evidence	strong		"MIC increase from 0.06 to 2-8 mg/L (PMID: 15388478,16801449)"
ECO0072	s__Escherichia coli	blaEC-18	blaEC-18	WP_063860256.1	-	-	-	-	Gene presence detected	acquired	ceftazidime	-	nonwildtype	R	MIC >4 mg/L	EUCAST v14.0 (2024)	"1,538,847,816,801,440"	ECO:0001103 natural variation mutant evidence	strong		"MIC increase from 0.06 to 128 mg/L (PMID: 15388478,16801449)"
ECO0073	s__Escherichia coli	blaEC-18	blaEC-18	WP_063860256.1	-	-	-	-	Gene presence detected	acquired	aztreonam	-	wildtype	S	MIC <=1 mg/L	EUCAST v14.0 (2024)	"1,538,847,816,801,440"	ECO:0001103 natural variation mutant evidence	strong		"No change in MIC (0.06 mg/L) (PMID: 15388478,16801449)"
ECO0074	s__Escherichia coli	blaEC-19	blaEC-19	WP_063860263.1	-	-	-	-	Gene presence detected	acquired	amoxicillin	-	nonwildtype	R	MIC >8 mg/L	EUCAST v14.0 (2024)	15388478	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to >512 mg/L (PMID: 15388478)
ECO0075	s__Escherichia coli	blaEC-19	blaEC-19	WP_063860263.1	-	-	-	-	Gene presence detected	acquired	piperacillin	-	wildtype	S	MIC <=8 mg/L	EUCAST v14.0 (2024)	15388478	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 1 to 8 mg/L (PMID: 15388478)
ECO0076	s__Escherichia coli	blaEC-19	blaEC-19	WP_063860263.1	-	-	-	-	Gene presence detected	acquired	cefoxitin	-	nonwildtype	R	MIC >16 mg/L	ECOFF (May 2025)	15388478	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 2 to 128 mg/L (PMID: 15388478)
ECO0077	s__Escherichia coli	blaEC-19	blaEC-19	WP_063860263.1	-	-	-	-	Gene presence detected	acquired	cefuroxime	-	nonwildtype	R	MIC >8 mg/L	ECOFF (May 2025)	15388478	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.5 to 32 mg/L (PMID: 15388478)
ECO0078	s__Escherichia coli	blaEC-19	blaEC-19	WP_063860263.1	-	-	-	-	Gene presence detected	acquired	cefotaxime	-	wildtype	S	MIC <=1 mg/L	EUCAST v15.0 (2025)	15388478	ECO:0001103 natural variation mutant evidence	strong		MIC increase from <0.06 to 0.5 mg/L (PMID: 15388478)
ECO0079	s__Escherichia coli	blaEC-19	blaEC-19	WP_063860263.1	-	-	-	-	Gene presence detected	acquired	ceftazidime	-	wildtype	S	MIC <=1 mg/L	EUCAST v15.0 (2025)	15388478	ECO:0001103 natural variation mutant evidence	strong		MIC increase from 0.06 to 1 mg/L (PMID: 15388478)
ECO0080	s__Escherichia coli	blaEC-19	blaEC-19	WP_063860263.1	-	-	-	-	Gene presence detected	acquired	aztreonam	-	wildtype	S	MIC <=1 mg/L	EUCAST v15.0 (2025)	15388478	ECO:0001103 natural variation mutant evidence	strong		No change in MIC (0.06 mg/L) (PMID: 15388478)
